time ax ay az button
0.974000 0.053689 0.066556 0.041533 0.000000
0.976000 0.053689 0.043057 -0.045570 0.000000
0.978000 0.053689 -0.040314 -0.045570 0.000000
0.980000 0.052155 -0.040327 -0.064488 0.000000
0.982000 0.052155 -0.063844 -0.035358 0.000000
0.984000 0.052155 -0.037226 0.008477 0.000000
0.986000 0.052155 0.005665 0.085238 0.000000
0.988000 0.052155 0.080720 0.085238 0.000000
0.990000 0.052155 0.080509 0.072550 0.000000
0.992000 0.052155 0.072865 0.030515 0.000000
0.994000 0.052155 0.033100 -0.081622 0.000000
0.996000 0.052155 -0.075069 -0.056760 0.000000
0.998000 0.050621 -0.058150 -0.056760 0.000000
1.000000 0.050621 -0.058094 -0.022125 0.000000
1.002000 0.050621 -0.023353 0.020282 0.000000
1.004000 0.050621 0.017760 0.044506 0.000000
1.006000 0.050621 0.043027 0.044506 0.000000
1.008000 0.050621 0.042835 0.023204 0.000000
1.010000 0.050621 0.023869 -0.018089 0.000000
1.012000 0.049087 -0.015685 -0.042922 0.000000
1.014000 0.049087 -0.041538 0.008033 0.000000
1.016000 0.049087 0.005046 0.008033 0.000000
1.018000 0.049087 0.005029 0.050475 0.000000
1.020000 0.049087 0.049152 0.085000 0.000000
1.022000 0.049087 0.083254 0.018210 0.000000
1.024000 0.047553 0.022040 0.018210 0.000000
1.026000 0.047553 0.021848 -0.032096 0.000000
1.028000 0.047553 -0.030614 -0.059091 0.000000
1.030000 0.047553 -0.057793 -0.031787 0.000000
